WKT,id,order_number,sos,sos_new,on_street,from_street,to_street,smo_code,sign_description,size_description,facing_direction_type,arrow_points,distance_from_intersection,smo_category,smo_subtype,last_work_date,notes
"POINT (-73.9667051004858 40.7941446245262)","10386111",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,PS-20B,NO PARKING (SANITATION BROOM SYMBOL) 7AM-7:30AM EXCEPT SUNDAY <-> ,018 X 012,,,"553",parking,Street Cleaning,2015/06/24,"""W 98 ST"""
"POINT (-73.9659389136513 40.7951956320397)","10386124",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,SI-1879G,DESTINATION: W 14 ST,18.12 X 6,,,"115",parking,Bus Stop,2006/12/05,W 14 ST
"POINT (-73.9659389136513 40.7951956320397)","10386123",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,SI-1878G,ROUTE: M11,14.12 X 6,,,"115",parking,Bus Stop,2006/12/05,M11
"POINT (-73.9667051004858 40.7941446245262)","10386112",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,PS-123C,2 HMP 7:30AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"553",parking,Metered Parking,2015/06/24,
"POINT (-73.9665171700271 40.7944025746715)","10386109",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,PS-20B,NO PARKING (SANITATION BROOM SYMBOL) 7AM-7:30AM EXCEPT SUNDAY <-> ,018 X 012,,,"445",parking,Street Cleaning,2017/11/22,
"POINT (-73.9662424975656 40.7947840119529)","10386108",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,PS-123C,2 HMP 7:30AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"287",parking,Metered Parking,2015/01/28,
"POINT (-73.9660292668993 40.7950721458875)","10386106",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,PS-9A,ZONE#114659 PAY BY CELL LOCATOR,018 X 006,,,"167",parking,Metered Parking,,"114659"
"POINT (-73.9662424975656 40.7947840119529)","10386107",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,PS-20B,NO PARKING (SANITATION BROOM SYMBOL) 7AM-7:30AM EXCEPT SUNDAY <-> ,018 X 012,,,"287",parking,Street Cleaning,2013/07/16,"""W 99 ST"""
"POINT (-73.9720608557239 40.794565990797)","363679",S-472475,W,"[ ""W"", ""West side"" ]",BROADWAY,WEST   96 STREET,WEST   95 STREET,PS-508E,TRUCK (SYMBOL) TRUCK LOADING ONLY 7AM-10PM ALL DAYS <-> ,018 X 018,,,"47",parking,Other Curb Side,2017/11/21,
"POINT (-73.9723210363201 40.7942119834631)","363680",S-472475,W,"[ ""W"", ""West side"" ]",BROADWAY,WEST   96 STREET,WEST   95 STREET,PS-508E,TRUCK (SYMBOL) TRUCK LOADING ONLY 7AM-10PM ALL DAYS <-> ,018 X 018,,,"194",parking,Other Curb Side,2017/11/21,
"POINT (-73.9909601635962 40.7742903838149)","10599252",S-01297276,S,"[ ""S"", ""South side"" ]",WEST   62 STREET,RIVERSIDE BOULEVARD,FREEDOM PLACE SOUTH,PS-31G,NO STANDING SCHOOL DAYS 7AM-4PM <-> ,018 X 012,,,"149",parking,No Standing,2018/04/12,
"POINT (-73.9904853352197 40.7740867362613)","10599286",S-01297276,S,"[ ""S"", ""South side"" ]",WEST   62 STREET,RIVERSIDE BOULEVARD,FREEDOM PLACE SOUTH,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,East,"300",parking,No Standing,2018/04/12,DAYLIGHTING
"POINT (-73.9906897311847 40.7741743993561)","10599253",S-01297276,S,"[ ""S"", ""South side"" ]",WEST   62 STREET,RIVERSIDE BOULEVARD,FREEDOM PLACE SOUTH,PS-31G,NO STANDING SCHOOL DAYS 7AM-4PM <-> ,018 X 012,,,"235",parking,No Standing,2018/04/12,
"POINT (-73.9912211632122 40.7744023217004)","10599251",S-01297276,S,"[ ""S"", ""South side"" ]",WEST   62 STREET,RIVERSIDE BOULEVARD,FREEDOM PLACE SOUTH,PS-31G,NO STANDING SCHOOL DAYS 7AM-4PM <-> ,018 X 012,,,"66",parking,No Standing,2018/04/12,
"POINT (-73.9718515062448 40.7942777432637)","363718",S-473671,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   95 STREET,WEST   96 STREET,PS-508E,TRUCK (SYMBOL) TRUCK LOADING ONLY 7AM-10PM ALL DAYS <-> ,018 X 018,,,"135",parking,Other Curb Side,2017/11/30,
"POINT (-73.9717611672034 40.7943957445365)","363719",S-473671,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   95 STREET,WEST   96 STREET,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,North,"185",parking,No Standing,2014/03/31,
"POINT (-73.9741124129809 40.7848089493187)","10336683",S-01271411,N,"[ ""N"", ""North side"" ]",WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-31GA,NO STANDING SCHOOL DAYS 7AM-4PM --> ,018 X 012,,East,"144",parking,No Standing,2017/11/29,
"POINT (-73.9741124129809 40.7848089493187)","10336682",S-01271411,N,"[ ""N"", ""North side"" ]",WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-33GA,NO STANDING FIRE ZONE --> ,018 X 012,,West,"144",parking,No Standing,2017/11/29,
"POINT (-73.9720357995249 40.7940307624578)","363717",S-473671,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   95 STREET,WEST   96 STREET,PS-508E,TRUCK (SYMBOL) TRUCK LOADING ONLY 7AM-10PM ALL DAYS <-> ,018 X 018,,,"32",parking,Other Curb Side,2017/11/30,
"POINT (-73.9739282808263 40.7847293105355)","10336680",S-01271411,N,"[ ""N"", ""North side"" ]",WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-31G,NO STANDING SCHOOL DAYS 7AM-4PM <-> ,018 X 012,,,"85",parking,No Standing,2017/11/29,
"POINT (-73.9753796961209 40.7853334711124)","10336689",S-01271411,N,"[ ""N"", ""North side"" ]",WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-18B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11AM-12:30PM <-> ,018 X 012,,,"543",parking,Street Cleaning,2017/11/29,
"POINT (-73.9661824126133 40.7922012034429)","61431",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SP-361C,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <----> ,018 X 012,,,"411",parking,Street Cleaning,2018/10/10,
"POINT (-73.9746431530535 40.7850286459996)","10336686",S-01271411,N,"[ ""N"", ""North side"" ]",WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-33GA,NO STANDING FIRE ZONE --> ,018 X 012,,East,"311",parking,No Standing,2017/11/29,
"POINT (-73.9739282808263 40.7847293105355)","10336681",S-01271411,N,"[ ""N"", ""North side"" ]",WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-18B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11AM-12:30PM <-> ,018 X 012,,,"85",parking,Street Cleaning,2017/11/29,
"POINT (-73.9746431530535 40.7850286459996)","10336687",S-01271411,N,"[ ""N"", ""North side"" ]",WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-9DA,STAR (SYMBOL) AVO US MAIL --> ,018 X 018,,West,"311",parking,Authorized Parking,2017/11/29,
"POINT (-73.9758201793694 40.7855202062369)","10336690",S-01271411,N,"[ ""N"", ""North side"" ]",WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-18B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11AM-12:30PM <-> ,018 X 012,,,"683",parking,Street Cleaning,2017/11/29,
"POINT (-73.9744915117741 40.784968228398)","10336685",S-01271411,N,"[ ""N"", ""North side"" ]",WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-33G,NO STANDING FIRE ZONE <-> ,018 X 012,,,"264",parking,No Standing,2017/11/29,
"POINT (-73.9741124129809 40.7848089493187)","10336684",S-01271411,N,"[ ""N"", ""North side"" ]",WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-18BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11AM-12:30PM --> ,018 X 012,,East,"144",parking,Street Cleaning,2017/11/29,
"POINT (-73.9749789298256 40.7851659560621)","10336688",S-01271411,N,"[ ""N"", ""North side"" ]",WEST   83 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-9DA,STAR (SYMBOL) AVO US MAIL --> ,018 X 018,,East,"417",parking,Authorized Parking,2017/11/29,
"POINT (-73.9649439625568 40.7916765898654)","61439",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SI-584G,Located At: W 96 ST & CENTRAL PK W,016 X 008,,,"804",parking,Bus Stop,2018/05/01,W 96 ST & CENTRAL PK W
"POINT (-73.9649439625568 40.7916765898654)","61434",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SP-477B,BUS STOP SIGN(NO STANDING),"20"" DIA.",,,"804",parking,Bus Stop,2004/03/18,"401937"
"POINT (-73.9649439625568 40.7916765898654)","61437",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SI-1878G,ROUTE: M106,14.12 X 6,,,"804",parking,Bus Stop,2018/05/01,M106
"POINT (-73.9671609128611 40.792610451221)","61423",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SP-477BA,BUS STOP SIGN(NO STANDING),"20"" DIA.",,West,"102",parking,Bus Stop,,"401936"
"POINT (-73.9671609128611 40.792610451221)","61424",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SI-1878G,ROUTE: M96,14.12 X 6,,,"102",parking,Bus Stop,2017/02/08,M96
"POINT (-73.9671609128611 40.792610451221)","61425",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SI-1879G,DESTINATION: UPPER EAST SIDE,18.12 X 6,,,"102",parking,Bus Stop,,UPPER EAST SIDE
"POINT (-73.9671609128611 40.792610451221)","61426",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SI-1878G,ROUTE: M106,14.12 X 6,,,"102",parking,Bus Stop,2017/02/21,M106
"POINT (-73.9671609128611 40.792610451221)","61427",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SI-1879G,DESTINATION: EAST HARLEM,18.12 X 6,,,"102",parking,Bus Stop,2017/02/21,EAST HARLEM
"POINT (-73.9649439625568 40.7916765898654)","61438",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SI-1879G,DESTINATION: EAST HARLEM,18.12 X 6,,,"804",parking,Bus Stop,2018/05/01,EAST HARLEM
"POINT (-73.9671609128611 40.792610451221)","61428",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SI-584G,Located At: W 96 ST & COLUMBUS AV,016 X 008,,,"102",parking,Bus Stop,,W 96 ST & COLUMBUS AV
"POINT (-73.9668576123527 40.7924841068101)","61429",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SP-361C,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <----> ,018 X 012,,,"198",parking,Street Cleaning,2018/10/10,
"POINT (-73.9652761399949 40.7918166716871)","61433",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SP-361CA,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI W/SINGLE ARROW ,018 X 012,,West,"699",parking,Street Cleaning,2018/10/10,
"POINT (-73.9665507029196 40.7923550158205)","61430",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SP-361C,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <----> ,018 X 012,,,"295",parking,Street Cleaning,2018/10/10,
"POINT (-73.9654530599654 40.7918935773113)","61432",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SP-361C,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <----> ,018 X 012,,,"642",parking,Street Cleaning,2018/10/10,
"POINT (-73.9649439625568 40.7916765898654)","61435",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SI-1878G,ROUTE: M96,14.12 X 6,,,"804",parking,Bus Stop,2018/05/01,M96
"POINT (-73.9649439625568 40.7916765898654)","61436",S-492585,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,SI-1879G,DESTINATION: UPPER EAST SIDE,18.12 X 6,,,"804",parking,Bus Stop,2018/05/01,UPPER EAST SIDE
"POINT (-73.9716651156174 40.7963115672434)","11859744",S-01420395,S,"[ ""S"", ""South side"" ]",WEST   98 STREET,WEST END AVENUE,BROADWAY,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"187",parking,Street Cleaning,2020/03/27,
"POINT (-73.9725764516189 40.7966521086492)","856927",S-089787,S,"[ ""S"", ""South side"" ]",WEST   98 STREET,RIVERSIDE DRIVE,WEST END AVENUE,SP-361C,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <----> ,018 X 012,,,"325",parking,Street Cleaning,2009/07/30,
"POINT (-73.9729700587381 40.7968168853319)","856926",S-089787,S,"[ ""S"", ""South side"" ]",WEST   98 STREET,RIVERSIDE DRIVE,WEST END AVENUE,SP-361C,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <----> ,018 X 012,,,"201",parking,Street Cleaning,2009/07/30,
"POINT (-73.9734467239024 40.7970146165698)","856925",S-089787,S,"[ ""S"", ""South side"" ]",WEST   98 STREET,RIVERSIDE DRIVE,WEST END AVENUE,SP-361C,NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM TUES & FRI <----> ,018 X 012,,,"50",parking,Street Cleaning,2009/07/30,
"POINT (-73.9713307167628 40.7961699179006)","11859745",S-01420395,S,"[ ""S"", ""South side"" ]",WEST   98 STREET,WEST END AVENUE,BROADWAY,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"293",parking,Street Cleaning,2020/03/27,
"POINT (-73.9797447243481 40.7728432745901)","10335304",S-468539,S,"[ ""S"", ""South side"" ]",WEST   66 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,SP-349CA,NO PARKING ANYTIME W/SINGLE ARROW/ HARD HAT(SYMBOL) TEMPORARY CONSTRUCTION REGULATION (FUTURE PHONE),018 X 036,,West,"322",parking,No Parking (Non-ASP),2017/12/09,
"POINT (-73.9696444898909 40.7979175060285)","11859223",S-01420338,S,"[ ""S"", ""South side"" ]",WEST  101 STREET,BROADWAY,WEST END AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"60",parking,Street Cleaning,2020/03/27,
"POINT (-73.9799285709776 40.772919487891)","10335306",S-468539,S,"[ ""S"", ""South side"" ]",WEST   66 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,SP-349C,NO PARKING ANYTIME <---->/ HARD HAT (SYMBOL) TEMPORARY CONSTRUCTION REGULATION (FUTURE PHONE),018 X 016,,,"380",parking,No Parking (Non-ASP),2017/12/12,
"POINT (-73.9697390303982 40.7979577356859)","11859224",S-01420338,S,"[ ""S"", ""South side"" ]",WEST  101 STREET,BROADWAY,WEST END AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"90",parking,Street Cleaning,2020/03/27,
"POINT (-73.9792366948134 40.7725629739446)","363468",S-468539,S,"[ ""S"", ""South side"" ]",WEST   66 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,PS-37E,TRUCK (SYMBOL) TRUCK LOADING ONLY <-> ,018 X 012,,,"121",parking,Other Curb Side,2017/12/19,
"POINT (-73.9699470199164 40.7980462406584)","11859225",S-01420338,S,"[ ""S"", ""South side"" ]",WEST  101 STREET,BROADWAY,WEST END AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"156",parking,Street Cleaning,2020/03/27,
"POINT (-73.9702337942501 40.7981682696241)","11859226",S-01420338,S,"[ ""S"", ""South side"" ]",WEST  101 STREET,BROADWAY,WEST END AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"247",parking,Street Cleaning,2020/03/27,
"POINT (-73.9801821532261 40.7730246092027)","10335326",S-468539,S,"[ ""S"", ""South side"" ]",WEST   66 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,SP-349CA,NO PARKING ANYTIME W/SINGLE ARROW/ HARD HAT(SYMBOL) TEMPORARY CONSTRUCTION REGULATION (FUTURE PHONE),018 X 036,,East,"460",parking,No Parking (Non-ASP),2017/12/12,
"POINT (-73.9797288755204 40.7728367044641)","10335389",S-468539,S,"[ ""S"", ""South side"" ]",WEST   66 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,PS-37EA,TRUCK (SYMBOL) TRUCK LOADING ONLY --> ,018 X 012,,East,"317",parking,Other Curb Side,,
"POINT (-73.9704543906069 40.7982621375722)","11859227",S-01420338,S,"[ ""S"", ""South side"" ]",WEST  101 STREET,BROADWAY,WEST END AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"317",parking,Street Cleaning,2020/03/27,
"POINT (-73.9789442929587 40.772439407642)","363467",S-468539,S,"[ ""S"", ""South side"" ]",WEST   66 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,PS-37E,TRUCK (SYMBOL) TRUCK LOADING ONLY <-> ,018 X 012,,,"29",parking,Other Curb Side,2017/12/19,
"POINT (-73.981101395588 40.7734056692654)","10335357",S-468539,S,"[ ""S"", ""South side"" ]",WEST   66 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"750",parking,No Standing,2017/12/19,
"POINT (-73.9807939236961 40.7732782120631)","10335356",S-468539,S,"[ ""S"", ""South side"" ]",WEST   66 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"653",parking,No Standing,2017/12/19,
"POINT (-73.9803691706473 40.7731021358115)","10335328",S-468539,S,"[ ""S"", ""South side"" ]",WEST   66 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"519",parking,No Standing,2017/12/19,
"POINT (-73.9694263108365 40.7904180345148)","10420928",P-01279777,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   93 STREET,WEST   92 STREET,PS-315C,2 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 10AM-4PM <-> ,018 X 024,,,"214",parking,Metered Parking,2017/12/22,
"POINT (-73.969249244406 40.7906567790226)","10420926",P-01279777,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   93 STREET,WEST   92 STREET,PS-315C,2 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 10AM-4PM <-> ,018 X 024,,,"115",parking,Metered Parking,2017/12/22,
"POINT (-73.9722229955616 40.7957195029757)","11879048",S-01422730,S,"[ ""S"", ""South side"" ]",WEST   97 STREET,BROADWAY,WEST END AVENUE,PS-80BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM --> ,018 X 012,,East,"296",parking,Street Cleaning,2016/11/16,
"POINT (-73.9716763231349 40.7954895704286)","11879047",S-01422730,S,"[ ""S"", ""South side"" ]",WEST   97 STREET,BROADWAY,WEST END AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"123",parking,Street Cleaning,2016/11/16,
"POINT (-73.9720499915323 40.7964745964144)","11859743",S-01420395,S,"[ ""S"", ""South side"" ]",WEST   98 STREET,WEST END AVENUE,BROADWAY,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"65",parking,Street Cleaning,2020/03/27,
"POINT (-73.9694263108365 40.7904180345148)","10420992",P-01279777,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   93 STREET,WEST   92 STREET,PS-9A,ZONE#112123 PAY BY CELL LOCATOR,018 X 006,,,"214",parking,Metered Parking,2017/12/02,"112123"
"POINT (-73.969249244406 40.7906567790226)","10420925",P-01279777,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   93 STREET,WEST   92 STREET,PS-37G,NO STANDING MONDAY-FRIDAY 7AM-10AM <-> ,018 X 012,,,"115",parking,No Standing,,
"POINT (-73.9694263108365 40.7904180345148)","10420927",P-01279777,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   93 STREET,WEST   92 STREET,PS-37G,NO STANDING MONDAY-FRIDAY 7AM-10AM <-> ,018 X 012,,,"214",parking,No Standing,,
"POINT (-73.969249244406 40.7906567790226)","10421442",P-01279777,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   93 STREET,WEST   92 STREET,PS-57C,2 HOUR METERED PARKING MONDAY-FRIDAY 4PM-7PM SATURDAY 9AM-7PM <-> ,018 X 024,,,"115",parking,Metered Parking,2017/12/22,
"POINT (-73.9694263108365 40.7904180345148)","10421444",P-01279777,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   93 STREET,WEST   92 STREET,PS-57C,2 HOUR METERED PARKING MONDAY-FRIDAY 4PM-7PM SATURDAY 9AM-7PM <-> ,018 X 024,,,"214",parking,Metered Parking,2017/12/22,
"POINT (-73.969249244406 40.7906567790226)","10420991",P-01279777,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   93 STREET,WEST   92 STREET,PS-9A,ZONE#112123 PAY BY CELL LOCATOR,018 X 006,,,"115",parking,Metered Parking,2017/12/02,"112123"
"POINT (-73.9667000865662 40.8041683679297)","11880365",S-01422888,S,"[ ""S"", ""South side"" ]",CATHEDRAL PARKWAY,RIVERSIDE DRIVE,BROADWAY,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"332",parking,Street Cleaning,2016/05/25,
"POINT (-73.9667000865662 40.8041683679297)","11880363",S-01422888,S,"[ ""S"", ""South side"" ]",CATHEDRAL PARKWAY,RIVERSIDE DRIVE,BROADWAY,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"199",parking,Street Cleaning,2016/05/25,
"POINT (-73.9875394401625 40.7786163168233)","355285",S-471950,N,"[ ""N"", ""North side"" ]",WEST   69 STREET,FREEDOM PLACE,RIVERSIDE BOULEVARD,PS-54B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM <-> ,018 X 012,,,"27",parking,Street Cleaning,,
"POINT (-73.9667000865662 40.8041683679297)","11880364",S-01422888,S,"[ ""S"", ""South side"" ]",CATHEDRAL PARKWAY,RIVERSIDE DRIVE,BROADWAY,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"285",parking,Street Cleaning,2016/05/25,
"POINT (-73.9667000865662 40.8041683679297)","11880362",S-01422888,S,"[ ""S"", ""South side"" ]",CATHEDRAL PARKWAY,RIVERSIDE DRIVE,BROADWAY,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"83",parking,Street Cleaning,2016/05/25,
"POINT (-73.9879077051527 40.7787673165395)","355286",S-471950,N,"[ ""N"", ""North side"" ]",WEST   69 STREET,FREEDOM PLACE,RIVERSIDE BOULEVARD,PS-191EA,TRUCK (SYMBOL) TRUCK LOADING ONLY MONDAY-FRIDAY 8AM-6PM --> ,018 X 018,,West,"143",parking,Other Curb Side,,
"POINT (-73.9879077051527 40.7787673165395)","355287",S-471950,N,"[ ""N"", ""North side"" ]",WEST   69 STREET,FREEDOM PLACE,RIVERSIDE BOULEVARD,PS-54BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM --> ,018 X 012,,East,"143",parking,Street Cleaning,,
"POINT (-73.9804435651289 40.7814424086669)","355312",S-471953,S,"[ ""S"", ""South side"" ]",WEST   76 STREET,BROADWAY,AMSTERDAM AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,East,"143",parking,No Standing,2018/01/17,
"POINT (-73.980627695986 40.7815220370804)","355311",S-471953,S,"[ ""S"", ""South side"" ]",WEST   76 STREET,BROADWAY,AMSTERDAM AVENUE,PS-2G,NO PARKING ANYTIME <-> ,018 X 012,,,"85",parking,No Parking (Non-ASP),2018/01/17,
"POINT (-73.980627695986 40.7815220370804)","355310",S-471953,S,"[ ""S"", ""South side"" ]",WEST   76 STREET,BROADWAY,AMSTERDAM AVENUE,PS-154EA,TRUCK (SYMBOL) TRUCK LOADING ONLY MONDAY-FRIDAY 8AM-4PM --> ,018 X 018,,West,"85",parking,Other Curb Side,2018/01/17,
"POINT (-73.9706094486012 40.7935555693246)","10335817",P-01271326,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   95 STREET,WEST   96 STREET,PS-9A,ZONE#112697 PAY BY CELL LOCATOR,018 X 006,,,"67",parking,Metered Parking,2017/10/03,"112697"
"POINT (-73.9799417188327 40.7812309778146)","355313",S-471953,S,"[ ""S"", ""South side"" ]",WEST   76 STREET,BROADWAY,AMSTERDAM AVENUE,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"302",parking,No Standing,2018/01/17,
"POINT (-73.9705570544825 40.7937926566834)","10335813",P-01271326,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   95 STREET,WEST   96 STREET,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"172",parking,No Standing,2016/07/09,
